Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Sector_Group
Shopkirana,2017,Indore,"E-Commerce, Mobile, Retail",shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,Unknown,Undisclosed,2000000.0,Venture,2018,Information Technology
Fric Bergen,2017,Alwar,Unknown,fric bergen is a leader in the specialty food industry.,Unknown,Undisclosed,0.0,Venture,2018,Other
Articbot,2017,Kannur,"Artificial Intelligence, Information Technology",articbot is a conversational ai platform for automated customer support and lead generation,Unknown,Undisclosed,1200000.0,Grant,2018,Information Technology
Buildsupply,2017,Gurgaon,"Enterprise Resource Planning (ERP), Information Services, Information Technology, Real Estate",india’s most advanced erp system for the real estate,Unknown,Undisclosed,250000000.0,Series A,2018,Information Technology
Fusion Microfinance,2017,New Delhi,"Banking, Finance, Financial Services",fusion microfinance pvt. ltd. is an nbfc registered with rbi,Unknown,Undisclosed,5200000000.0,Series E,2018,Finance & FinTech
Any Time Doctor,2017,Chennai,Software,anytime doctor is a software company.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Information Technology
Go Payments,2017,Mumbai,"Information Services, Information Technology",go payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,Unknown,Undisclosed,0.0,Other,2018,Information Technology
Guiddoo World,2017,Mumbai,"Audio, Mobile, Tourism, Travel",we build in-destination experiences!,Unknown,Undisclosed,800000.0,Seed,2018,Information Technology
Ion Energy,2017,Mumbai,"Energy, Energy Storage, Infrastructure",a stealth startup building a layer of infrastructure for highly efficient energy storage systems.,Unknown,Undisclosed,1041000.0,Venture,2018,Energy & Utilities
Unotag,2017,Bangalore,Artificial Intelligence,saas to verify counterfeit,Unknown,Undisclosed,100000.0,Pre-Seed,2018,Data & AI
Civilcops,2017,Gurgaon,"Government, Information Technology, Software",gov-tech,Unknown,Undisclosed,100000.0,Pre-Seed,2018,Information Technology
Rockmetric,2017,Mumbai,Information Technology,"smarter analytics to understand how each customer uses your product. drive growth in conversion, retention and engagement.",Unknown,Undisclosed,0.0,Grant,2018,Information Technology
Classworks India,2017,Chennai,"Education, Information Technology, Internet, Mobile, Software","saas, web app, mobile app, school education",Unknown,Undisclosed,100000.0,Other,2018,Information Technology
Snapmint,2017,Mumbai,"Consumer Lending, Financial Services, Lending, Personal Finance","snapmint facilitates simplified, fairly-priced and hassle-free emi options without a credit card.",Unknown,Undisclosed,0.0,Seed,2018,Finance & FinTech
Artbandhu,2017,Bangalore,"Digital Media, Internet, Media and Entertainment, Online Portals, Social Media",ai platform for art and creative community,Unknown,Undisclosed,15000.0,Pre-Seed,2018,Information Technology
Survaider,2017,Bangalore,"Business Intelligence, Customer Service, Market Research, SaaS",stethoscope for customer feedback !,Unknown,Undisclosed,500000.0,Seed,2018,Information Technology
Credy,2017,Bangalore,"Credit, Financial Services, FinTech, Lending",credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,Unknown,Undisclosed,1400000.0,Seed,2018,Finance & FinTech
Ichamp,2017,Gurgaon,E-Learning,ichamp is an e education innovation product from rnm e-services pvt ltd.,Unknown,Undisclosed,5000000.0,Seed,2018,Education
Qandle,2017,Gurgaon,Software,a cloud-based hr management and employee engagement platform.,Unknown,Undisclosed,1200000.0,Seed,2018,Information Technology
Avishkaar Box,2017,Delhi,"Children, Education, Parenting","avishkaar box is just not another box full of material rather it is a well researched, thought through solution",Unknown,Undisclosed,50000000.0,Seed,2018,Education
Gegadyne Energy,2017,Mumbai,"Automotive, Battery, Energy, Energy Storage",a mumbai-based startup electric vehicle (ev) & energy storage company.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Logistics & Transportation
Hyperxchange,2017,Pune,"E-Commerce, Mobile, Sharing Economy",hyperxchange is india's fastest growing o2o marketplace for premium refurb gadgets,Unknown,Undisclosed,1000000.0,Series A,2018,Information Technology
Deftouch,2017,Bangalore,Unknown,deftouch is a mobile game development company that currently focuses on winning the cricket gaming market with a social multiplayer game.,Unknown,Undisclosed,0.0,Seed,2018,Other
Doodhwala,2017,Bangalore,"Food Delivery, Organic, Organic Food",doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,Unknown,Undisclosed,2200000.0,Seed,2018,Food & Beverage
Dronahq,2017,Mumbai,Mobile,dronahq is an enterprise mobile engagement platform.,Unknown,Undisclosed,500000.0,Pre-Seed,2018,Information Technology
Fastfox,2017,Gurgaon,Rental,fastfox: market network for home rentals (india),Unknown,Undisclosed,100000000.0,Series A,2018,Real Estate & Construction
Buyforexonline,2017,Bangalore,Travel,buyforexonline.com is india's first completely online provider for buying foreign exchange.,Unknown,Undisclosed,2000000.0,Unknown,2018,Travel & Hospitality
Colive.In,2017,Bangalore,Consumer,a technology powered network of branded serviced homes conveniently located near educational institutions & workplaces.,Unknown,Undisclosed,1800000.0,Seed,2018,Other
Agricxlab Private Limited,2017,Thane,"B2B, Farming, Marketplace",online marketplace where farmers and traders can sell their produce to b2b buyers,Unknown,Undisclosed,500000.0,Seed,2018,Retail & E-Commerce
Corefactors,2017,Bangalore,Unknown,"corefactors is a leading campaign management, business communication and analytics company.",Unknown,Undisclosed,0.0,Seed,2018,Other
Fincash.Com,2017,Mumbai,Wealth Management,a startup in the personal finance space in india .,Unknown,Undisclosed,150000.0,Seed,2018,Other
Pandorum Technologies,2017,Bangalore,Biotechnology,bengaluru based biotech startup.,Unknown,Undisclosed,3600000.0,Series A,2018,Health & Life Sciences
Shirsa Labs,2017,Mumbai,"Education, Gaming, Training",shirsa labs is a cognitive skill assessment and training portal that provides children with fun educational games.,Unknown,Undisclosed,500000.0,Seed,2018,Data & AI
Petsutra,2017,Gurgaon,Veterinary,gurugram-based online petcare platform.,Unknown,Undisclosed,9500000.0,Seed,2018,Other
Awaaz De,2017,Ahmedabad,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",awwaz.de develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Information Technology
Pinkblue,2017,Bangalore,"Health Care, Hospital, Supply Chain Management",pinkblue.in - super-efficient supply-chain for clinical supplies,Unknown,Undisclosed,300000.0,Seed,2018,Health & Life Sciences
Eduvanz,2017,Mumbai,"Finance, Financial Services","eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",Unknown,Undisclosed,500000.0,Pre-Seed,2018,Finance & FinTech
Rupeek,2017,Bangalore,"Financial Services, Lending",rupeek is an asset backed online lending platform currently operating in the space of gold loans.,Unknown,Undisclosed,6830000.0,Series A,2018,Finance & FinTech
Backpacker Panda Holidays Private Limited,2017,Pune,"Tourism, Travel",backpacker panda is creating an ecosystem for youth accommodation and travel.,Unknown,Undisclosed,1400000.0,Series A,2018,Travel & Hospitality
Shape (School Health And Physical Education),2017,Pune,Education,physical education start up,Unknown,Undisclosed,200000.0,Seed,2018,Education
Placio,2017,Noida,"Hospitality, Real Estate",placio is a student housing and a complete broker-free platform.,Unknown,Undisclosed,2000000.0,Seed,2018,Health & Life Sciences
Aviom India Housing Finance,2017,New Delhi,Finance,delhi based housing finance company.,Unknown,Undisclosed,150000000.0,Series A,2018,Finance & FinTech
Genrobotic,2017,Trivandrum,Market Research,a robotic company.,Unknown,Undisclosed,0.0,Seed,2018,Data & AI
Heyholidays,2017,Bangalore,"Tourism, Travel","heyholidays, a global player in online vacation rentals.",Unknown,Undisclosed,1000000.0,Seed,2018,Travel & Hospitality
Pratilipi,2017,Bangalore,"Digital Media, EBooks, Publishing, Reading Apps",amazon's kindle direct publishing for indian languages,Unknown,Undisclosed,4300000.0,Series A,2018,Information Technology
Sectorqube,2017,Ernakulam,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",sectorqube develops smart kitchen devices that make food automatically.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Food Memories,2017,Ahmedabad,"Food and Beverage, Food Processing",iconic indian delicacies from the most renowned vendors of india delivered globally.,Unknown,Undisclosed,0.0,Seed,2018,Food & Beverage
Zamroo,2017,India,"Internet, Marketplace, Shopping",zamroo is a growing mobile marketplace that allows users to buy and sell locally.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Silversparro Technologies Pvt. Ltd,2017,Gurgaon,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",silversparro is a deep learning technology solution provider.,Unknown,Undisclosed,300000.0,Seed,2018,Information Technology
Creator’S Gurukul,2017,Gurgaon,Facilities Support Services,a coworking space provider.,Unknown,Undisclosed,0.0,Pre-Seed,2018,Information Technology
Emflux Motors,2017,Bangalore,"Automotive, Electric Vehicle, Energy",emflux motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,Unknown,Undisclosed,364846.0,Seed,2018,Logistics & Transportation
Tricog Health Services Pvt Ltd,2017,Bangalore,"Health Care, Health Diagnostics, Predictive Analytics",predictive healthcare analytics company,Unknown,Undisclosed,4000000.0,Series A,2018,Health & Life Sciences
Scapic,2017,Bangalore,"Cloud Computing, Computer, SaaS, Software",virtual/augmented reality start up .,Unknown,Undisclosed,500000.0,Seed,2018,Information Technology
6Degree,2017,Mumbai,"Fashion, Lifestyle, Retail",a fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,Unknown,Undisclosed,400000.0,Seed,2018,Data & AI
Chrysalis (Ez Vidya),2017,Chennai,Education,chrysalis (ez vidya) is india’s leading educational research and innovation organization,Unknown,Undisclosed,0.0,Seed,2018,Education
Ekincare,2017,Hyderabad,Medical,ekincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,Unknown,Undisclosed,1500000.0,Series A,2018,Health & Life Sciences
Streo,2017,Gurgaon,Music Streaming,"live stream music from nightclubs, bars & festivals!",Unknown,Undisclosed,0.0,Seed,2018,Media & Entertainment
Groww,2017,Kormangala,"Finance, Impact Investing, Internet",groww offers a new way of investing money.,Unknown,Undisclosed,120000.0,Seed,2018,Finance & FinTech
Cell Propulsion,2017,Bangalore,Unknown,cell propulsion is an electric mobility startup that designs autonomous electric vehicles.,Unknown,Undisclosed,7000000.0,Seed,2018,Other
Chezuba,2017,Hyderabad,"Internet, Social Entrepreneurship",chezuba is a web-based platform enabling skilled professionals to volunteer online with non-profits worldwide,Unknown,Undisclosed,1400000.0,Pre-Seed,2018,Information Technology
Ontrack Technologies Pvt. Ltd,2017,Bangalore,Retail,ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,Unknown,Undisclosed,0.0,Seed,2018,Data & AI
Wealthtrust,2017,Mumbai,"Finance, Impact Investing, Mobile Apps",wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,Unknown,Undisclosed,500000.0,Seed,2018,Finance & FinTech
Faclon Labs,2017,Mumbai,"Cloud Computing, Computer, Software",faclon is an iot and data analytics based tech startup building products to make cities and villages smart.,Unknown,Undisclosed,0.0,Seed,2018,Information Technology
Awign Enterprises,2017,Bangalore,"Business Development, Market Research, Outsourcing",operations and manpower outsourcing startup,Unknown,Undisclosed,50000000.0,Seed,2018,Data & AI
Collpoll,2017,Bangalore,Education,world-class enterprise system for education.,Unknown,Undisclosed,0.0,Seed,2018,Education
Zyla Health,2017,New Delhi,"Health Care, Hospitality",zyla is transforming the way healthcare is delivered in india with specific focus on high-risk chronic patients.,Unknown,Undisclosed,0.0,Seed,2018,Health & Life Sciences
Hubhopper,2017,Delhi,"Internet, Social News, Sports",get your daily dose of interest as summaries from news and magazine stories .,Unknown,Undisclosed,500000.0,Series A,2018,Information Technology
Rubix108 Technologies,2017,Pune,Information Technology,rubix total app makes it effortless for institutes to send home important information and updates about the day’s learning experiences.,Unknown,Undisclosed,1000000.0,Seed,2018,Information Technology
Workflexi,2017,Bangalore,Human Resources,"be smart, work on contract,be smart, hire on contract",Unknown,Undisclosed,10000000.0,Seed,2018,Human Resources
Streak,2017,Bangalore,Financial Services,algorithmic trading platform.,Unknown,Undisclosed,22500000.0,Seed,2018,Finance & FinTech
Kuants,2017,Gurgaon,Financial Services,algorithmic trading platform.,Unknown,Undisclosed,5000000.0,Seed,2018,Finance & FinTech
